id,title,year,country,runtime,language,certificate,budget,revenue,avg_rating,vote_count,target,cast_count
3755,Kung Fu Panda 2,2011,USA,90,English,PG,165230261.0,150000000.0,7.30000019,182718,1,3.0
3756,L!fe Happens,2011,USA,100,English,R,20186.0,930000.0,5.69999981,6025,0,3.0
3757,Larry Crowne,2011,USA,98,English,PG-13,35565975.0,30000000.0,6.0999999,49205,0,3.0
3758,Le Havre,2011,Finland,93,French,Not Rated,611709.0,3850000.0,7.19999981,15267,1,3.0
3759,Legend of Kung Fu Rabbit,2011,China,89,Mandarin,PG,0.0,0.0,3.20000005,408,0,3.0
3760,Like Crazy,2011,USA,90,English,PG-13,3388210.0,250000.0,6.69999981,46813,0,3.0
3761,Machine Gun Preacher,2011,USA,129,English,R,537580.0,30000000.0,6.80000019,52972,0,3.0
3762,Margaret,2011,USA,186,English,R,46495.0,14000000.0,6.5,12053,0,3.0
3763,Margin Call,2011,USA,107,English,R,5354039.0,3500000.0,7.0999999,92599,1,3.0
3764,Mars Needs Moms,2011,USA,88,English,PG,21379315.0,150000000.0,5.4000001,17590,0,3.0
3765,Martha Marcy May Marlene,2011,USA,102,English,R,2981638.0,0.0,6.9000001,40425,0,3.0
3766,Melancholia,2011,Denmark,130,English,R,3029870.0,7400000.0,7.0999999,128729,1,3.0
3767,Midnight in Paris,2011,Spain,94,English,PG-13,56816662.0,17000000.0,7.69999981,301149,1,3.0
3768,Mission: Impossible - Ghost Protocol,2011,USA,133,English,PG-13,209364921.0,145000000.0,7.4000001,365104,1,3.0
3769,Moneyball,2011,USA,133,English,PG-13,75605492.0,50000000.0,7.5999999,283563,1,3.0
3770,Monte Carlo,2011,Hungary,109,English,PG,23179303.0,20000000.0,5.80000019,32951,0,3.0
3771,Mr. Popper's Penguins,2011,USA,94,English,PG,68218041.0,55000000.0,6.0,67191,0,3.0
3772,My Last Day Without You,2011,USA,90,English,,0.0,1000000.0,5.69999981,982,0,3.0
3773,My Week with Marilyn,2011,UK,99,English,R,14597405.0,6400000.0,7.0,71679,1,3.0
3774,Never Back Down 2: The Beatdown,2011,USA,90,English,R,0.0,3000000.0,5.80000019,13599,0,3.0
3775,New Year's Eve,2011,USA,113,English,PG-13,54540525.0,56000000.0,5.69999981,66579,0,3.0
3776,Newlyweds,2011,USA,95,English,Not Rated,4584.0,9000.0,6.4000001,1338,0,3.0
3777,No Strings Attached,2011,USA,108,English,R,70625986.0,25000000.0,6.19999981,168717,0,3.0
3778,October Baby,2011,USA,107,English,PG-13,5355847.0,0.0,6.80000019,6110,0,3.0
3779,One Day,2011,USA,107,English,PG-13,13766014.0,15000000.0,7.0,106111,1,3.0
3780,Our Idiot Brother,2011,USA,90,English,R,24809547.0,5000000.0,6.4000001,74875,0,3.0
3781,Paranormal Activity 3,2011,USA,94,English,R,104007828.0,5000000.0,5.80000019,76828,0,3.0
3782,Paul,2011,USA,109,English,R,37371385.0,40000000.0,7.0,192462,1,3.0
3783,"Pink Ribbons, Inc.",2011,Canada,97,English,Not Rated,24784.0,1200000.0,7.4000001,591,1,0.0
3784,Pirates of the Caribbean: On Stranger Tides,2011,USA,136,English,PG-13,241063875.0,250000000.0,6.69999981,370704,0,3.0
3785,Polisse,2011,France,127,French,Not Rated,171320.0,0.0,7.30000019,10796,1,3.0
3786,Priest,2011,USA,87,English,PG-13,29136626.0,60000000.0,5.69999981,97089,0,3.0
3787,Prom,2011,USA,104,English,PG,10106233.0,8000000.0,5.4000001,12702,0,3.0
3788,Puss in Boots,2011,USA,90,English,PG,149234747.0,130000000.0,6.69999981,114287,0,3.0
3789,Q,2011,France,103,French,,0.0,1500000.0,5.5999999,4068,0,3.0
3790,Rango,2011,USA,107,English,PG,123207194.0,135000000.0,7.19999981,183208,1,3.0
3791,Raymond Did It,2011,USA,83,English,Unrated,0.0,40000.0,3.20000005,192,0,3.0
3792,Real Steel,2011,USA,127,English,PG-13,85463309.0,110000000.0,7.0999999,254841,1,3.0
3793,Red Dog,2011,Australia,92,English,PG,0.0,8500000.0,7.5,13003,1,3.0
3794,Red Riding Hood,2011,USA,100,English,PG-13,37652565.0,42000000.0,5.4000001,91151,0,3.0
3795,Red State,2011,USA,88,English,R,0.0,4000000.0,6.19999981,53342,0,3.0
3796,Rio,2011,USA,96,English,G,143618384.0,90000000.0,7.0,165333,1,3.0
3797,Rise of the Planet of the Apes,2011,USA,105,English,PG-13,176740650.0,93000000.0,7.5999999,403836,1,3.0
3798,Salvation Boulevard,2011,USA,96,English,R,27445.0,9000000.0,5.30000019,3788,0,3.0
3799,Samsara,2011,USA,102,,PG-13,2601847.0,4000000.0,8.5,22457,1,3.0
3800,Sanctum,2011,USA,108,English,R,23070045.0,30000000.0,5.9000001,47003,0,3.0
3801,Saving Private Perez,2011,Mexico,105,Spanish,PG-13,1391770.0,0.0,6.0,1592,0,3.0
3802,Scream 4,2011,USA,111,English,R,38176892.0,40000000.0,6.19999981,104119,0,3.0
3803,Shame,2011,UK,101,English,NC-17,4000304.0,6500000.0,7.30000019,145395,1,3.0
3804,Shark Night 3D,2011,USA,90,English,PG-13,18860403.0,25000000.0,4.0,20823,0,3.0
3805,Sherlock Holmes: A Game of Shadows,2011,USA,129,English,PG-13,186830669.0,125000000.0,7.5,338635,1,3.0
3806,Sholem Aleichem: Laughing in the Darkness,2011,USA,93,English,Unrated,906666.0,500000.0,6.80000019,154,0,3.0
3807,Silent House,2011,France,86,English,R,12555230.0,2000000.0,5.30000019,18566,0,3.0
3808,Sleep Tight,2011,Spain,102,Spanish,Not Rated,0.0,5000000.0,7.19999981,23756,1,3.0
3809,Snow Flower and the Secret Fan,2011,China,104,English,PG-13,1346503.0,6000000.0,6.0999999,3024,0,3.0
3810,Some Guy Who Kills People,2011,USA,97,English,R,0.0,300000.0,6.4000001,4550,0,3.0
3811,Something Borrowed,2011,USA,112,English,PG-13,39026186.0,35000000.0,5.9000001,48019,0,3.0
3812,Soul Surfer,2011,USA,106,English,PG,43853424.0,18000000.0,7.0999999,35514,1,3.0
3813,Sound of My Voice,2011,USA,85,English,R,405614.0,0.0,6.69999981,15775,0,3.0
3814,Source Code,2011,USA,93,English,PG-13,54696902.0,32000000.0,7.5,379462,1,3.0
3815,Spy Kids: All the Time in the World in 4D,2011,USA,89,English,PG,38536376.0,27000000.0,3.5999999,15866,0,3.0
3816,Straw Dogs,2011,USA,110,English,R,10324441.0,25000000.0,5.80000019,27117,0,3.0
3817,Sucker Punch,2011,USA,128,English,PG-13,36381716.0,82000000.0,6.0999999,197584,0,3.0
3818,Super 8,2011,USA,112,English,PG-13,126975169.0,50000000.0,7.0999999,287822,1,3.0
3819,Take Me Home Tonight,2011,USA,97,English,R,6923891.0,23000000.0,6.30000019,43867,0,3.0
3820,Take Shelter,2011,USA,121,English,R,1729969.0,5000000.0,7.4000001,68211,1,3.0
3821,The Adjustment Bureau,2011,USA,106,English,PG-13,62453315.0,50200000.0,7.0999999,200035,1,3.0
3822,The Adventures of Tintin,2011,USA,107,English,PG,77564037.0,135000000.0,7.4000001,177383,1,3.0
3823,The Art of Getting By,2011,USA,83,English,PG-13,1429260.0,0.0,6.5999999,45293,0,3.0
3824,The Artist,2011,France,100,English,PG-13,44667095.0,15000000.0,8.0,190030,1,3.0
3825,The Awakening,2011,UK,107,English,R,0.0,3000000.0,6.5,46347,0,3.0
3826,The Beaver,2011,USA,91,English,PG-13,958319.0,21000000.0,6.69999981,39764,0,3.0
3827,The Best Exotic Marigold Hotel,2011,UK,124,English,PG-13,46377022.0,10000000.0,7.30000019,75306,1,3.0
3828,The Big Year,2011,USA,100,English,PG,7204138.0,41000000.0,6.19999981,34809,0,3.0
3829,The Change-Up,2011,USA,118,English,R,37035845.0,52000000.0,6.4000001,136680,0,3.0
3830,The Darkest Hour,2011,USA,89,English,PG-13,21426805.0,30000000.0,4.9000001,49312,0,3.0
3831,The Descendants,2011,USA,115,English,R,82624961.0,20000000.0,7.30000019,205284,1,3.0
3832,The Devil's Double,2011,Belgium,109,English,R,1357042.0,15000000.0,7.0999999,53977,1,3.0
3833,The Dilemma,2011,USA,111,English,PG-13,48430355.0,70000000.0,5.30000019,43709,0,3.0
3834,The Divide,2011,Germany,122,English,R,22000.0,3000000.0,5.80000019,30511,0,3.0
3835,The Flowers of War,2011,China,146,Mandarin,R,9213.0,94000000.0,7.5999999,38690,1,3.0
3836,The FP,2011,USA,82,English,R,40557.0,60000.0,5.5999999,1389,0,3.0
3837,The Girl with the Dragon Tattoo,2011,USA,158,English,R,102515793.0,90000000.0,7.80000019,330152,1,3.0
3838,The Greatest Movie Ever Sold,2011,USA,90,English,PG-13,638476.0,1500000.0,6.5999999,13223,0,3.0
3839,The Green Hornet,2011,USA,119,English,PG-13,98780042.0,120000000.0,5.80000019,136019,0,3.0
3840,The Grey,2011,USA,117,English,R,51533608.0,25000000.0,6.80000019,203111,0,3.0
3841,The Guard,2011,Ireland,96,English,R,5359774.0,6000000.0,7.30000019,64794,1,3.0
3842,The Hangover Part II,2011,USA,102,English,R,254455986.0,80000000.0,6.5,375879,0,3.0
3843,The Harvest/La Cosecha,2011,USA,80,English,,2245.0,560000.0,7.19999981,57,1,0.0
3844,The Help,2011,USA,146,English,PG-13,169705587.0,25000000.0,8.10000038,318955,1,3.0
3845,The Hit List,2011,USA,90,English,R,0.0,6000000.0,5.4000001,10196,0,3.0
3846,The Ides of March,2011,USA,101,English,R,40962534.0,12500000.0,7.0999999,188652,1,3.0
3847,The Innkeepers,2011,USA,101,English,R,77501.0,750000.0,5.5,27260,0,3.0
3848,The Iron Lady,2011,UK,105,English,PG-13,29959436.0,13000000.0,6.4000001,82327,0,3.0
3849,The Legend of Hell's Gate: An American Conspiracy,2011,USA,108,English,PG-13,0.0,2000000.0,4.4000001,583,0,3.0
3850,The Lincoln Lawyer,2011,USA,118,English,R,57981889.0,40000000.0,7.30000019,173848,1,3.0
3851,The Lion of Judah,2011,USA,87,English,PG,0.0,15000000.0,3.70000005,458,0,3.0
3852,The Mechanic,2011,USA,93,English,R,29113588.0,40000000.0,6.5999999,117999,0,3.0
3853,The Muppets,2011,USA,103,English,PG,88625922.0,45000000.0,7.0999999,75176,1,3.0
3854,The Raid: Redemption,2011,Indonesia,102,Indonesian,R,4105123.0,1100000.0,7.5999999,148221,1,3.0
3855,The Ridges,2011,USA,143,English,,0.0,17350.0,3.0,125,0,3.0
3856,The Rite,2011,USA,114,English,PG-13,33037754.0,37000000.0,6.0,75864,0,3.0
3857,The Roommate,2011,USA,91,English,PG-13,37300107.0,16000000.0,4.80000019,29147,0,3.0
3858,The Sitter,2011,USA,87,English,R,30538669.0,0.0,5.69999981,60202,0,3.0
3859,The Smurfs,2011,USA,103,English,PG,142614158.0,110000000.0,5.5,66593,0,3.0
3860,The Son of No One,2011,USA,90,English,R,28870.0,15000000.0,5.0999999,14280,0,3.0
3861,The Three Musketeers,2011,Germany,110,English,PG-13,20315324.0,75000000.0,5.80000019,88542,0,3.0
3862,The Tree of Life,2011,USA,139,English,PG-13,13303319.0,32000000.0,6.69999981,136367,0,3.0
3863,There Be Dragons,2011,Spain,102,English,PG-13,1068392.0,36000000.0,5.9000001,3865,0,3.0
3864,Thor,2011,USA,115,English,PG-13,181015141.0,150000000.0,7.0,536314,1,3.0
3865,Tinker Tailor Soldier Spy,2011,France,127,English,R,24104113.0,20000000.0,7.0999999,149066,1,3.0
3866,Tower Heist,2011,USA,104,English,PG-13,78009155.0,75000000.0,6.19999981,110073,0,3.0
3867,Transformers: Dark of the Moon,2011,USA,154,English,PG-13,352358779.0,195000000.0,6.30000019,326180,0,3.0
3868,Twixt,2011,USA,88,English,R,0.0,7000000.0,4.80000019,8589,0,3.0
3869,Unknown,2011,UK,113,English,PG-13,61094903.0,30000000.0,6.9000001,210542,0,3.0
3870,Unknown,2011,UK,113,English,PG-13,61094903.0,30000000.0,6.9000001,210548,0,3.0
3871,War Horse,2011,USA,146,English,PG-13,79883359.0,66000000.0,7.19999981,116159,1,3.0
3872,Warrior,2011,USA,140,English,PG-13,13651662.0,25000000.0,8.19999981,332276,1,3.0
3873,Water for Elephants,2011,USA,120,English,PG-13,58700247.0,38000000.0,6.9000001,95367,0,3.0
3874,We Bought a Zoo,2011,USA,124,English,PG,75621915.0,0.0,7.0999999,111003,1,3.0
3875,We Need to Talk About Kevin,2011,UK,112,English,R,1738692.0,7000000.0,7.5,95529,1,3.0
3876,Weekend,2011,UK,97,English,Not Rated,469947.0,120000.0,7.69999981,19846,1,3.0
3877,What's Your Number?,2011,USA,117,English,R,13987482.0,20000000.0,6.0,58957,0,3.0
3878,Winnie Mandela,2011,South Africa,104,English,R,0.0,15000000.0,6.0,609,0,3.0
3879,Winnie the Pooh,2011,USA,63,English,G,26687172.0,30000000.0,7.30000019,15600,1,3.0
3880,Without Men,2011,USA,87,English,R,0.0,4700000.0,3.20000005,1427,0,3.0
3881,X-Men: First Class,2011,USA,132,English,PG-13,146405371.0,160000000.0,7.80000019,518537,1,3.0
3882,You Got Served: Beat the World,2011,Canada,91,English,PG-13,0.0,10000000.0,4.5,1642,0,3.0
3883,Young Adult,2011,USA,94,English,R,16300302.0,12000000.0,6.30000019,64682,0,3.0
3884,Your Highness,2011,USA,102,English,R,21557240.0,49900000.0,5.5999999,85237,0,3.0
3885,Your Sister's Sister,2011,USA,90,English,R,1573712.0,125000.0,6.69999981,21618,0,3.0
3886,Zookeeper,2011,USA,102,English,PG,80360866.0,80000000.0,5.19999981,44662,0,3.0
3887,2016: Obama's America,2012,USA,87,English,PG,33349949.0,2500000.0,5.0999999,9010,0,3.0
3888,21 Jump Street,2012,USA,109,English,R,138447667.0,42000000.0,7.19999981,408302,1,3.0
3889,A Perfect Plan,2012,France,104,French,,0.0,17000000.0,6.30000019,5525,0,3.0
3890,A Thousand Words,2012,USA,91,English,PG-13,18438149.0,40000000.0,5.9000001,30842,0,3.0
3891,Abraham Lincoln: Vampire Hunter,2012,USA,105,English,R,37516013.0,69000000.0,5.9000001,128629,0,3.0
3892,Act of Valor,2012,USA,110,English,R,70011073.0,12000000.0,6.5,57996,0,3.0
3893,After,2012,USA,90,English,PG-13,0.0,650000.0,5.4000001,3699,0,3.0
3894,Alex Cross,2012,USA,101,English,PG-13,25863915.0,35000000.0,5.0999999,28257,0,3.0
3895,Alien Uprising,2012,UK,101,English,R,0.0,2500000.0,3.0999999,2753,0,3.0
3896,American Reunion,2012,USA,113,English,R,56724080.0,50000000.0,6.69999981,172112,0,3.0
3897,Amour,2012,France,127,French,PG-13,225377.0,8900000.0,7.9000001,70382,1,3.0
3898,Anna Karenina,2012,UK,129,English,R,12802907.0,0.0,6.5999999,70886,0,3.0
3899,Antiviral,2012,Canada,108,English,Not Rated,0.0,3200000.0,5.69999981,9356,0,3.0
3900,Arbitrage,2012,USA,107,English,R,7918283.0,12000000.0,6.5999999,41574,0,3.0
3901,Archaeology of a Woman,2012,USA,94,English,,0.0,200000.0,8.10000038,15,1,3.0
3902,Argo,2012,USA,130,English,R,136019448.0,44500000.0,7.69999981,452465,1,3.0
3903,Atlas Shrugged II: The Strike,2012,USA,111,English,PG-13,3333823.0,10000000.0,5.5,5612,0,3.0
3904,Bachelorette,2012,USA,87,English,R,418268.0,3000000.0,5.30000019,37156,0,3.0
3905,Bait,2012,Australia,93,English,R,0.0,30000000.0,5.19999981,11482,0,3.0
3906,Battleship,2012,USA,131,English,PG-13,65173160.0,209000000.0,5.9000001,202382,0,3.0
3907,Beasts of the Southern Wild,2012,USA,93,English,PG-13,12784397.0,1800000.0,7.30000019,70336,1,3.0
3908,Big Miracle,2012,USA,107,English,PG,20113965.0,40000000.0,6.5,15231,0,3.0
3909,Black November,2012,Nigeria,95,English,,0.0,7500000.0,5.5999999,385,0,3.0
3910,Black Rock,2012,USA,83,English,R,0.0,0.0,4.69999981,6531,0,3.0
3911,Blue Like Jazz,2012,USA,108,English,PG-13,594904.0,1200000.0,6.0,2582,0,3.0
3912,Brave,2012,USA,93,English,PG,237282182.0,185000000.0,7.19999981,273556,1,3.0
3913,Bullet to the Head,2012,USA,92,English,R,9483821.0,55000000.0,5.69999981,39247,0,3.0
3914,Burn,2012,USA,86,English,Not Rated,111300.0,225000.0,7.5,575,1,3.0
3915,Casa de mi Padre,2012,USA,84,Spanish,R,5895238.0,6000000.0,5.5,17169,0,3.0
3916,Celeste & Jesse Forever,2012,USA,92,English,R,3094687.0,0.0,6.69999981,24391,0,3.0
3917,Chasing Mavericks,2012,USA,116,English,PG,6002756.0,20000000.0,7.19999981,24997,1,3.0
3918,Chernobyl Diaries,2012,USA,86,English,R,18112929.0,1000000.0,5.0,52642,0,3.0
3919,Chronicle,2012,USA,89,English,PG-13,64572496.0,12000000.0,7.0999999,204327,1,3.0
3920,Cirque du Soleil: Worlds Away,2012,USA,91,English,PG,12495865.0,0.0,6.80000019,7100,0,3.0
3921,Cloud Atlas,2012,Germany,172,English,R,27098580.0,102000000.0,7.5,284825,1,3.0
3922,Compliance,2012,USA,90,English,R,318622.0,270000.0,6.4000001,24668,0,3.0
3923,Contraband,2012,USA,109,English,R,66489425.0,25000000.0,6.5,101977,0,3.0
3924,Crowsnest,2012,Canada,84,English,R,0.0,1200000.0,3.79999995,1321,0,3.0
3925,Dark Shadows,2012,USA,113,English,PG-13,79711678.0,100000000.0,6.19999981,199039,0,3.0
3926,Darling Companion,2012,USA,103,English,PG-13,793352.0,0.0,5.0999999,2551,0,3.0
3927,Day One,2012,USA,102,English,PG-13,0.0,3400000.0,6.5999999,2116,0,3.0
3928,Deadfall,2012,USA,95,English,R,65804.0,12000000.0,6.30000019,32512,0,3.0
3929,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012,USA,88,English,,151389.0,500000.0,7.0999999,774,1,3.0
3930,Detention of the Dead,2012,USA,87,English,Not Rated,1332.0,500000.0,4.5999999,2038,0,3.0
3931,Diary of a Wimpy Kid: Dog Days,2012,USA,94,English,PG,49002815.0,22000000.0,6.4000001,15665,0,3.0
3932,Django Unchained,2012,USA,165,English,R,162804648.0,100000000.0,8.5,955174,1,3.0
3933,Dredd,2012,UK,95,English,R,13401683.0,35000000.0,7.0999999,203458,1,3.0
3934,Dredd,2012,UK,95,English,R,13401683.0,35000000.0,7.0999999,203461,1,3.0
3935,Dysfunctional Friends,2012,USA,111,English,Not Rated,0.0,1800000.0,5.4000001,686,0,3.0
3936,Eddie: The Sleepwalking Cannibal,2012,Canada,83,English,Not Rated,1521.0,1500000.0,5.69999981,1231,0,3.0
3937,End of Watch,2012,USA,109,English,R,40983001.0,7000000.0,7.69999981,181025,1,3.0
3938,Ernest & Celestine,2012,France,80,French,PG,71442.0,9600000.0,7.9000001,12029,1,3.0
3939,Filly Brown,2012,USA,80,English,R,2833383.0,427000.0,5.69999981,910,0,3.0
3940,Flight,2012,USA,138,English,R,93749203.0,31000000.0,7.30000019,264047,1,3.0
3941,Foodfight!,2012,USA,91,English,PG,0.0,65000000.0,1.70000005,4377,0,3.0
3942,"For a Good Time, Call...",2012,USA,88,English,R,1243961.0,850000.0,6.0,13421,0,3.0
3943,For Greater Glory: The True Story of Cristiada,2012,Mexico,145,Spanish,R,5669081.0,10818775.0,6.5999999,3665,0,3.0
3944,Frances Ha,2012,USA,86,English,R,4063238.0,0.0,7.4000001,43982,1,3.0
3945,Frankenweenie,2012,USA,87,English,PG,35287788.0,39000000.0,7.0,73886,1,3.0
3946,Freaky Deaky,2012,USA,90,English,R,0.0,6000000.0,6.5,6741,0,3.0
3947,Fun Size,2012,USA,86,English,PG-13,9402410.0,14000000.0,5.4000001,11233,0,3.0
3948,Girls Gone Dead,2012,USA,104,English,R,0.0,500000.0,3.5,2012,0,3.0
3949,Good Deeds,2012,USA,110,English,PG-13,35010192.0,0.0,5.4000001,6352,0,3.0
3950,Grabbers,2012,UK,94,English,Not Rated,0.0,4000000.0,6.30000019,13227,0,3.0
3951,Hardflip,2012,USA,112,English,PG-13,96734.0,1000000.0,5.5999999,606,0,3.0
3952,Hayride,2012,USA,93,English,Not Rated,0.0,60000.0,3.4000001,485,0,3.0
3953,Here Comes the Boom,2012,USA,105,English,PG,45290318.0,42000000.0,6.5,74169,0,3.0
3954,Hit and Run,2012,USA,100,English,R,13746550.0,2000000.0,6.0999999,29322,0,3.0
3955,Holy Motors,2012,France,115,French,Not Rated,0.0,0.0,7.0999999,29440,1,3.0
3956,Hope Springs,2012,USA,100,English,PG-13,63536011.0,30000000.0,6.30000019,34258,0,3.0
3957,Hotel Transylvania,2012,USA,91,English,PG,148313048.0,85000000.0,7.0999999,164148,1,3.0
3958,House at the End of the Street,2012,Canada,101,English,PG-13,31607598.0,6900000.0,5.5999999,58366,0,3.0
3959,Ice Age: Continental Drift,2012,USA,88,English,PG,161317423.0,95000000.0,6.5999999,145321,0,3.0
3960,Indie Game: The Movie,2012,Canada,103,English,Not Rated,0.0,100000.0,7.69999981,16701,1,3.0
3961,Inescapable,2012,Canada,93,English,R,4063.0,4000000.0,5.19999981,2086,0,3.0
3962,Jab Tak Hai Jaan,2012,India,176,Hindi,Not Rated,3047539.0,7217600.0,6.9000001,42296,0,3.0
3963,Jack Reacher,2012,USA,130,English,PG-13,80033643.0,60000000.0,7.0,226570,1,3.0
3964,Jack Reacher,2012,USA,130,English,PG-13,80033643.0,60000000.0,7.0,226583,1,3.0
3965,John Carter,2012,USA,132,English,PG-13,73058679.0,263700000.0,6.5999999,212204,0,3.0
3966,Journey 2: The Mysterious Island,2012,USA,94,English,PG,103812241.0,79000000.0,5.80000019,67296,0,3.0
3967,Joyful Noise,2012,USA,118,English,PG-13,30920167.0,25000000.0,5.69999981,6476,0,3.0
3968,Katy Perry: Part of Me,2012,USA,93,English,PG,25240988.0,12000000.0,5.9000001,12383,0,3.0
3969,Khiladi 786,2012,India,141,Hindi,Not Rated,352684.0,0.0,4.30000019,4633,0,3.0
3970,Killing Them Softly,2012,USA,97,English,R,14938570.0,15000000.0,6.19999981,111625,0,3.0
3971,Les Mis̩rables,2012,USA,158,English,PG-13,148775460.0,61000000.0,7.5999999,243834,1,3.0
3972,Life of Pi,2012,USA,127,English,PG,124976634.0,120000000.0,8.0,440084,1,3.0
3973,Lincoln,2012,USA,150,English,PG-13,182204440.0,65000000.0,7.4000001,197412,1,3.0
3974,Lockout,2012,France,95,English,PG-13,14291570.0,20000000.0,6.0999999,82082,0,3.0
3975,LOL,2012,USA,97,English,PG-13,0.0,11000000.0,4.30000019,45144,0,3.0
3976,Looper,2012,USA,119,English,R,66468315.0,30000000.0,7.4000001,428916,1,3.0
3977,Madagascar 3: Europe's Most Wanted,2012,USA,93,English,PG,216366733.0,145000000.0,6.9000001,119213,0,3.0
3978,Madea's Witness Protection,2012,USA,114,English,PG-13,65623128.0,20000000.0,4.80000019,7354,0,3.0
3979,Magic Mike,2012,USA,110,English,R,113709992.0,7000000.0,6.0999999,108843,0,3.0
3980,Man on a Ledge,2012,USA,102,English,PG-13,18600911.0,42000000.0,6.5999999,125198,0,3.0
3981,Maniac,2012,France,89,English,Not Rated,12843.0,6000000.0,6.0999999,27297,0,3.0
3982,Men in Black 3,2012,USA,106,English,PG-13,179020854.0,225000000.0,6.80000019,268154,0,3.0
3983,Middle of Nowhere,2012,USA,97,English,R,78030.0,200000.0,6.5,1034,0,3.0
3984,Mirror Mirror,2012,USA,106,English,PG,64933670.0,85000000.0,5.5999999,70838,0,3.0
3985,Moonrise Kingdom,2012,USA,94,English,PG-13,45507053.0,16000000.0,7.80000019,237848,1,3.0
3986,Mud,2012,USA,130,English,PG-13,21589307.0,10000000.0,7.4000001,135286,1,3.0
3987,No Vacancy,2012,USA,81,English,R,0.0,4000000.0,4.19999981,1561,0,3.0
3988,Now Is Good,2012,UK,103,English,PG-13,0.0,0.0,7.19999981,26863,1,3.0
3989,On the Road,2012,France,137,English,R,717753.0,25000000.0,6.0999999,33107,0,3.0
3990,One for the Money,2012,USA,91,English,PG-13,26404753.0,40000000.0,5.30000019,34203,0,3.0
3991,Outside Bet,2012,UK,101,English,,0.0,7500000.0,4.80000019,243,0,3.0
3992,Paranormal Activity 4,2012,USA,96,English,R,53884821.0,5000000.0,4.5999999,51204,0,3.0
3993,ParaNorman,2012,USA,92,English,PG,55994557.0,60000000.0,7.0,72287,1,3.0
3994,Parental Guidance,2012,USA,105,English,PG,77264926.0,25000000.0,6.0999999,21176,0,3.0
3995,Pitch Perfect,2012,USA,112,English,PG-13,64998368.0,17000000.0,7.19999981,213898,1,3.0
3996,Playing for Keeps,2012,USA,105,English,PG-13,13101142.0,35000000.0,5.69999981,23916,0,3.0
3997,Premium Rush,2012,USA,91,English,PG-13,20275446.0,35000000.0,6.5,95274,0,3.0
3998,Project X,2012,USA,93,English,R,54724272.0,12000000.0,6.69999981,157051,0,3.0
